58.312744,-58.312744,58.312744,-58.312744
58.312744,-58.312744,58.312744,-58.312744
58.312744,-58.312744,58.312744,-58.312744
58.312744,-58.312744,58.312744,-58.312744
58.312740,-58.312740,58.312740,-58.312740
58.312740,-58.312740,58.312740,-58.312740
58.312737,-58.312737,58.312737,-58.312737
58.312737,-58.312737,58.312737,-58.312737
58.312733,-58.312733,58.312733,-58.312733
58.312729,-58.312729,58.312729,-58.312729
58.312729,-58.312729,58.312729,-58.312729
58.312725,-58.312725,58.312725,-58.312725
58.312721,-58.312721,58.312721,-58.312721
58.312717,-58.312717,58.312717,-58.312717
58.312714,-58.312714,58.312714,-58.312714
58.312710,-58.312710,58.312710,-58.312710
58.312706,-58.312706,58.312706,-58.312706
58.312702,-58.312702,58.312702,-58.312702
58.312698,-58.312698,58.312698,-58.312698
58.312695,-58.312695,58.312695,-58.312695
58.312691,-58.312691,58.312691,-58.312691
58.312683,-58.312683,58.312683,-58.312683
58.312679,-58.312679,58.312679,-58.312679
58.312675,-58.312675,58.312675,-58.312675
58.312668,-58.312668,58.312668,-58.312668
58.312664,-58.312664,58.312664,-58.312664
58.312660,-58.312660,58.312660,-58.312660
58.312653,-58.312653,58.312653,-58.312653
58.312649,-58.312649,58.312649,-58.312649
58.312641,-58.312641,58.312641,-58.312641
58.312634,-58.312634,58.312634,-58.312634
58.312630,-58.312630,58.312630,-58.312630
58.312622,-58.312622,58.312622,-58.312622
58.312614,-58.312614,58.312614,-58.312614
58.312611,-58.312611,58.312611,-58.312611
58.312603,-58.312603,58.312603,-58.312603
58.312595,-58.312595,58.312595,-58.312595
58.312588,-58.312588,58.312588,-58.312588
58.312580,-58.312580,58.312580,-58.312580
58.312572,-58.312572,58.312572,-58.312572
58.312565,-58.312565,58.312565,-58.312565
58.312557,-58.312557,58.312557,-58.312557
58.312550,-58.312550,58.312550,-58.312550
58.312542,-58.312542,58.312542,-58.312542
58.312534,-58.312534,58.312534,-58.312534
58.312527,-58.312527,58.312527,-58.312527
58.312519,-58.312519,58.312519,-58.312519
58.312511,-58.312511,58.312511,-58.312511
58.312500,-58.312500,58.312500,-58.312500
58.312492,-58.312492,58.312492,-58.312492
58.312485,-58.312485,58.312485,-58.312485
58.312473,-58.312473,58.312473,-58.312473
58.312466,-58.312466,58.312466,-58.312466
58.312454,-58.312454,58.312454,-58.312454
58.312447,-58.312447,58.312447,-58.312447
58.312435,-58.312435,58.312435,-58.312435
58.312424,-58.312424,58.312424,-58.312424
58.312416,-58.312416,58.312416,-58.312416
58.288822,-58.288822,58.288822,-58.288822
58.190380,-58.190380,58.190380,-58.190380
58.011429,-58.011429,58.011429,-58.011429
57.789757,-57.789757,57.789757,-57.789757
57.573284,-57.573284,57.573284,-57.573284
57.362595,-57.362595,57.362595,-57.362595
57.158195,-57.158195,57.158195,-57.158195
56.960522,-56.960522,56.960522,-56.960522
56.769962,-56.769962,56.769962,-56.769962
56.586834,-56.586834,56.586834,-56.586834
56.411419,-56.411419,56.411419,-56.411419
56.275146,-56.275146,56.275146,-56.275146
56.144550,-56.144550,56.144550,-56.144550
56.019806,-56.019806,56.019806,-56.019806
55.901043,-55.901043,55.901043,-55.901043
55.788357,-55.788357,55.788357,-55.788357
55.681812,-55.681812,55.681812,-55.681812
55.581467,-55.581467,55.581467,-55.581467
55.487270,-55.487270,55.487270,-55.487270
55.399231,-55.399231,55.399231,-55.399231
55.317299,-55.317299,55.317299,-55.317299
55.241402,-55.241402,55.241402,-55.241402
55.171448,-55.171448,55.171448,-55.171448
55.107330,-55.107330,55.107330,-55.107330
55.048939,-55.048939,55.048939,-55.048939
54.996086,-54.996086,54.996086,-54.996086
54.948631,-54.948631,54.948631,-54.948631
54.906418,-54.906418,54.906418,-54.906418
54.869255,-54.869255,54.869255,-54.869255
54.836956,-54.836956,54.836956,-54.836956
54.809322,-54.809322,54.809322,-54.809322
54.786148,-54.786148,54.786148,-54.786148
54.767250,-54.767250,54.767250,-54.767250
54.752365,-54.752365,54.752365,-54.752365
54.741299,-54.741299,54.741299,-54.741299
54.733833,-54.733833,54.733833,-54.733833
54.729752,-54.729752,54.729752,-54.729752
54.728844,-54.728844,54.728844,-54.728844
54.730873,-54.730873,54.730873,-54.730873
54.735649,-54.735649,54.735649,-54.735649
54.742931,-54.742931,54.742931,-54.742931
54.752525,-54.752525,54.752525,-54.752525
54.732960,-54.732960,54.732960,-54.732960
54.717648,-54.717648,54.717648,-54.717648
54.706329,-54.706329,54.706329,-54.706329
54.698795,-54.698795,54.698795,-54.698795
54.694809,-54.694809,54.694809,-54.694809
54.694134,-54.694134,54.694134,-54.694134
54.696533,-54.696533,54.696533,-54.696533
54.701805,-54.701805,54.701805,-54.701805
54.709705,-54.709705,54.709705,-54.709705
54.720024,-54.720024,54.720024,-54.720024
54.732540,-54.732540,54.732540,-54.732540
54.747047,-54.747047,54.747047,-54.747047
54.763344,-54.763344,54.763344,-54.763344
54.781219,-54.781219,54.781219,-54.781219
54.800488,-54.800488,54.800488,-54.800488
54.820972,-54.820972,54.820972,-54.820972
54.842484,-54.842484,54.842484,-54.842484
54.864857,-54.864857,54.864857,-54.864857
54.887939,-54.887939,54.887939,-54.887939
54.911568,-54.911568,54.911568,-54.911568
54.935585,-54.935585,54.935585,-54.935585
54.959888,-54.959888,54.959888,-54.959888
54.984310,-54.984310,54.984310,-54.984310
55.008751,-55.008751,55.008751,-55.008751
55.033108,-55.033108,55.033108,-55.033108
55.057247,-55.057247,55.057247,-55.057247
55.081104,-55.081104,55.081104,-55.081104
55.104572,-55.104572,55.104572,-55.104572
55.127575,-55.127575,55.127575,-55.127575
55.150055,-55.150055,55.150055,-55.150055
55.171925,-55.171925,55.171925,-55.171925
55.193142,-55.193142,55.193142,-55.193142
55.213654,-55.213654,55.213654,-55.213654
55.233410,-55.233410,55.233410,-55.233410
55.252384,-55.252384,55.252384,-55.252384
55.270546,-55.270546,55.270546,-55.270546
55.287857,-55.287857,55.287857,-55.287857
55.304310,-55.304310,55.304310,-55.304310
55.319893,-55.319893,55.319893,-55.319893
55.334583,-55.334583,55.334583,-55.334583
55.348381,-55.348381,55.348381,-55.348381
55.361301,-55.361301,55.361301,-55.361301
55.373329,-55.373329,55.373329,-55.373329
55.384483,-55.384483,55.384483,-55.384483
55.394779,-55.394779,55.394779,-55.394779
55.404213,-55.404213,55.404213,-55.404213
55.412827,-55.412827,55.412827,-55.412827
55.420620,-55.420620,55.420620,-55.420620
55.427612,-55.427612,55.427612,-55.427612
55.433853,-55.433853,55.433853,-55.433853
55.439342,-55.439342,55.439342,-55.439342
55.444126,-55.444126,55.444126,-55.444126
55.448223,-55.448223,55.448223,-55.448223
55.451664,-55.451664,55.451664,-55.451664
55.454483,-55.454483,55.454483,-55.454483
55.456707,-55.456707,55.456707,-55.456707
55.458378,-55.458378,55.458378,-55.458378
55.459511,-55.459511,55.459511,-55.459511
55.460152,-55.460152,55.460152,-55.460152
55.460331,-55.460331,55.460331,-55.460331
55.460075,-55.460075,55.460075,-55.460075
55.459427,-55.459427,55.459427,-55.459427
55.458405,-55.458405,55.458405,-55.458405
55.457043,-55.457043,55.457043,-55.457043
55.455383,-55.455383,55.455383,-55.455383
55.453438,-55.453438,55.453438,-55.453438
55.451237,-55.451237,55.451237,-55.451237
55.448830,-55.448830,55.448830,-55.448830
55.446220,-55.446220,55.446220,-55.446220
55.443439,-55.443439,55.443439,-55.443439
55.440510,-55.440510,55.440510,-55.440510
55.437469,-55.437469,55.437469,-55.437469
55.434322,-55.434322,55.434322,-55.434322
55.431099,-55.431099,55.431099,-55.431099
55.427818,-55.427818,55.427818,-55.427818
55.424507,-55.424507,55.424507,-55.424507
55.421169,-55.421169,55.421169,-55.421169
55.417824,-55.417824,55.417824,-55.417824
55.414494,-55.414494,55.414494,-55.414494
55.411182,-55.411182,55.411182,-55.411182
55.407925,-55.407925,55.407925,-55.407925
55.404709,-55.404709,55.404709,-55.404709
55.401550,-55.401550,55.401550,-55.401550
55.398472,-55.398472,55.398472,-55.398472
55.395470,-55.395470,55.395470,-55.395470
55.392559,-55.392559,55.392559,-55.392559
55.389736,-55.389736,55.389736,-55.389736
55.387028,-55.387028,55.387028,-55.387028
55.384415,-55.384415,55.384415,-55.384415
55.381916,-55.381916,55.381916,-55.381916
55.379536,-55.379536,55.379536,-55.379536
55.377270,-55.377270,55.377270,-55.377270
55.375114,-55.375114,55.375114,-55.375114
55.373093,-55.373093,55.373093,-55.373093
55.371185,-55.371185,55.371185,-55.371185
55.369404,-55.369404,55.369404,-55.369404
55.367733,-55.367733,55.367733,-55.367733
55.366192,-55.366192,55.366192,-55.366192
55.364758,-55.364758,55.364758,-55.364758
55.363457,-55.363457,55.363457,-55.363457
55.362251,-55.362251,55.362251,-55.362251
55.361172,-55.361172,55.361172,-55.361172
55.360195,-55.360195,55.360195,-55.360195
55.359314,-55.359314,55.359314,-55.359314
55.358551,-55.358551,55.358551,-55.358551
55.357880,-55.357880,55.357880,-55.357880
55.357300,-55.357300,55.357300,-55.357300
55.356808,-55.356808,55.356808,-55.356808
55.356407,-55.356407,55.356407,-55.356407
55.356087,-55.356087,55.356087,-55.356087
55.355843,-55.355843,55.355843,-55.355843
55.355667,-55.355667,55.355667,-55.355667
55.355564,-55.355564,55.355564,-55.355564
55.355530,-55.355530,55.355530,-55.355530
55.355545,-55.355545,55.355545,-55.355545
55.355629,-55.355629,55.355629,-55.355629
55.355743,-55.355743,55.355743,-55.355743
55.355930,-55.355930,55.355930,-55.355930
55.356140,-55.356140,55.356140,-55.356140
55.356396,-55.356396,55.356396,-55.356396
55.356689,-55.356689,55.356689,-55.356689
55.357014,-55.357014,55.357014,-55.357014
55.357357,-55.357357,55.357357,-55.357357
55.357731,-55.357731,55.357731,-55.357731
